"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"1248","2017-06-01","UK manufacturing keeps up momentum in May as hiring rises - PMI","British manufacturing chalked up its second-fastest growth in nearly three years last month, putting the sector on track to shrug off election and Brexit-related uncertainty and improve on a weak first-quarter performance, a survey showed on Thursday.","uk, manufacturing, keeps, momentum, may, hiring, rises, pmi","british, manufacturing, chalked, second, fastest, growth, nearly, three, years, last, month, putting, sector, track, shrug, election, brexit, related, uncertainty, improve, weak, first, quarter, performance, survey, showed, thursday"
"1250","2017-05-31","UK consumer confidence edges up to four-month high in May - GfK","British consumer confidence edged up to a four-month high in May but households stayed downbeat about the economic outlook, with inflation since last year's Brexit vote feeding into prices in stores, two surveys showed.","uk, consumer, confidence, edges, four, month, high, may, gfk","british, consumer, confidence, edged, four, month, high, may, households, stayed, downbeat, economic, outlook, inflation, since, last, year, s, brexit, vote, feeding, prices, stores, two, surveys, showed"
"1252","2017-05-26","UK consumers downbeat on finances as inflation bites","The rise in inflation in Britain after the Brexit vote has made households the most downbeat about their finances in more than two years, and the giant services sector is also feeling the impact, surveys showed on Friday.","uk, consumers, downbeat, finances, inflation, bites","rise, inflation, britain, brexit, vote, made, households, downbeat, finances, two, years, giant, services, sector, also, feeling, impact, surveys, showed, friday"
"1253","2017-05-25","Is UK sick man of Europe? Not yet, even as economy slows sharply","Britain's economy slowed more sharply than first thought in early 2017 as consumers felt the hit from the rise in inflation that followed the Brexit vote and exporters struggled to benefit from the weak pound.","uk, sick, man, europe, yet, even, economy, slows, sharply","britain, s, economy, slowed, sharply, first, thought, early, consumers, felt, hit, rise, inflation, followed, brexit, vote, exporters, struggled, benefit, weak, pound"
"1257","2017-05-23","UK's consumer slowdown ripples through Britain's economy","The Brexit squeeze on British consumers has hurt the government's finances as well as retailers, data showed on Tuesday, indicating that the economy's slowdown at the start of the year is now being felt more broadly.","uk, s, consumer, slowdown, ripples, britain, s, economy","brexit, squeeze, british, consumers, hurt, government, s, finances, well, retailers, data, showed, tuesday, indicating, economy, s, slowdown, start, year, now, felt, broadly"
"1258","2017-05-23","UK budget deficit widens more than expected as VAT revenues stall","Britain's budget deficit widened by more than expected at the start of the new financial year as value-added tax revenues flat-lined, reflecting the strain on consumers from rising inflation after the Brexit vote.","uk, budget, deficit, widens, expected, vat, revenues, stall","britain, s, budget, deficit, widened, expected, start, new, financial, year, value, added, tax, revenues, flat, lined, reflecting, strain, consumers, rising, inflation, brexit, vote"
"1264","2017-05-19","Factbox - What are May's plans for corporate reform and Brexit?","Setting out her pitch to voters ahead of the June 8 election, British Prime Minister said on Thursday she will press on with her approach to Brexit, cut immigration and introduce corporate reform.","factbox, may, s, plans, corporate, reform, brexit","setting, pitch, voters, ahead, june, election, british, prime, minister, said, thursday, will, press, approach, brexit, cut, immigration, introduce, corporate, reform"
"1271","2017-05-18","May thinks no Brexit deal better than bad deal - election document","British Prime Minister Theresa May continues to believe that no Brexit deal would be better than a bad deal, according to her Conservative Party's pitch to voters ahead of the June 8 election published on Thursday.","may, thinks, brexit, deal, better, bad, deal, election, document","british, prime, minister, theresa, may, continues, believe, brexit, deal, better, bad, deal, according, conservative, party, s, pitch, voters, ahead, june, election, published, thursday"
"1275","2017-05-18","UK shoppers shrug off inflation pressure as sun comes out","British shoppers set aside their concerns about fast-rising inflation following the Brexit vote and stepped up spending last month at the fastest rate in years, encouraged by fine weather, official data showed.","uk, shoppers, shrug, inflation, pressure, sun, comes","british, shoppers, set, aside, concerns, fast, rising, inflation, following, brexit, vote, stepped, spending, last, month, fastest, rate, years, encouraged, fine, weather, official, data, showed"
"1277","2017-05-17","UK workers suffer first pay squeeze since 2014","British pay growth has fallen behind inflation for the first time in two-and-a-half years, underscoring the growing Brexit squeeze facing many voters ahead of June 8 national election, official data showed on Wednesday.","uk, workers, suffer, first, pay, squeeze, since","british, pay, growth, fallen, behind, inflation, first, time, two, half, years, underscoring, growing, brexit, squeeze, facing, many, voters, ahead, june, national, election, official, data, showed, wednesday"
"1281","2017-05-15","UK employers plan smallest pay rises since 2013 - survey","British employers plan to increase pay at the weakest rate since 2013, a survey showed on Monday, offering poor prospects for British households already strained by higher inflation since last year's Brexit vote.","uk, employers, plan, smallest, pay, rises, since, survey","british, employers, plan, increase, pay, weakest, rate, since, survey, showed, monday, offering, poor, prospects, british, households, already, strained, higher, inflation, since, last, year, s, brexit, vote"
"1283","2017-05-12","'Smooth' Brexit should allow solid UK growth, BoE's Carney says","Britain should enjoy solid growth if Brexit goes smoothly, but in the short run households are likely to be hit by inflation prompted by the decision to leave the European Union, the Bank of England said on Thursday.","smooth, brexit, allow, solid, uk, growth, boe, s, carney, says","britain, enjoy, solid, growth, brexit, goes, smoothly, short, run, households, likely, hit, inflation, prompted, decision, leave, european, union, bank, england, said, thursday"
"1285","2017-05-11","Industrial output falls again, trade gap widens sharply as economy slows","British industrial output shrank for a third month in a row in March, official data showed on Thursday, underscoring how the impact of last year's Brexit vote has begun to weigh on the economy.","industrial, output, falls, trade, gap, widens, sharply, economy, slows","british, industrial, output, shrank, third, month, row, march, official, data, showed, thursday, underscoring, impact, last, year, s, brexit, vote, begun, weigh, economy"
"1287","2017-05-11","UK election dampens outlook for house prices - RICS","British property surveyors are their most downbeat about the short-term outlook for house prices since just after last year's Brexit vote, with next month's national election adding to caution among buyers in a market that is already slowing.","uk, election, dampens, outlook, house, prices, rics","british, property, surveyors, downbeat, short, term, outlook, house, prices, since, just, last, year, s, brexit, vote, next, month, s, national, election, adding, caution, among, buyers, market, already, slowing"
"1289","2017-05-09","UK shoppers seek bargains, employers hunt staff as Brexit bites - surveys","British shoppers are increasingly seeking bargains to offset rising inflation and employers are finding it harder to recruit migrant workers, according to surveys published on Tuesday which reflected the impact of last year's Brexit vote.","uk, shoppers, seek, bargains, employers, hunt, staff, brexit, bites, surveys","british, shoppers, increasingly, seeking, bargains, offset, rising, inflation, employers, finding, harder, recruit, migrant, workers, according, surveys, published, tuesday, reflected, impact, last, year, s, brexit, vote"
"1293","2017-05-08","Slowing economy likely to ruffle Bank of England hawks' feathers","""Not yet"" is likely to be the main message this week from Bank of England officials pondering when to start signalling an interest rate hike after a sharp slowdown rekindling doubt about Britain's economy ahead of Brexit.","slowing, economy, likely, ruffle, bank, england, hawks, feathers","yet, likely, main, message, week, bank, england, officials, pondering, start, signalling, interest, rate, hike, sharp, slowdown, rekindling, doubt, britain, s, economy, ahead, brexit"
"1294","2017-05-08","UK house price growth remains at near four-year low - Halifax","British house price growth remains at its weakest level for nearly four years, mortgage lender Halifax said on Monday, echoing other signs of a slowdown in the housing market amid uncertainty about the impact of Brexit on the economy.","uk, house, price, growth, remains, near, four, year, low, halifax","british, house, price, growth, remains, weakest, level, nearly, four, years, mortgage, lender, halifax, said, monday, echoing, signs, slowdown, housing, market, amid, uncertainty, impact, brexit, economy"
"1302","2017-05-03","British shop prices fall at slowest rate in three-and-a-half years - BRC","Prices in British shops showed the smallest annual decline in nearly three-and-a-half years last month, adding to signs of growing inflation pressure after the Brexit vote caused a fall in the value of the pound, a survey showed on Wednesday.","british, shop, prices, fall, slowest, rate, three, half, years, brc","prices, british, shops, showed, smallest, annual, decline, nearly, three, half, years, last, month, adding, signs, growing, inflation, pressure, brexit, vote, caused, fall, value, pound, survey, showed, wednesday"
"1303","2017-05-02","UK manufacturing growth spikes to three-year high in April: PMI","British factories had their best month in three years in April, the clearest sign yet that manufacturers are enjoying at least a temporary boost from the pound's fall after the Brexit vote and an improving global economy, a survey showed on Tuesday.","uk, manufacturing, growth, spikes, three, year, high, april, pmi","british, factories, best, month, three, years, april, clearest, sign, yet, manufacturers, enjoying, least, temporary, boost, pound, s, fall, brexit, vote, improving, global, economy, survey, showed, tuesday"
"1305","2017-04-28","British economy slows sharply as inflation hits home","Britain's economy slowed sharply in the first three months of 2017 as households and high streets felt the pinch from higher inflation, which has risen sharply since last year's Brexit vote.","british, economy, slows, sharply, inflation, hits, home","britain, s, economy, slowed, sharply, first, three, months, households, high, streets, felt, pinch, higher, inflation, risen, sharply, since, last, year, s, brexit, vote"
"1306","2017-04-28","British consumer confidence slips to four-month low in April - GfK","LONDON - British consumers were their most gloomy in four months in April as they weighed up the outlook for the economy and their finances ahead of Brexit and June's general election.","british, consumer, confidence, slips, four, month, low, april, gfk","london, british, consumers, gloomy, four, months, april, weighed, outlook, economy, finances, ahead, brexit, june, s, general, election"
"1308","2017-04-28","UK house prices fall again in April as buyers face Brexit pinch","British house prices fell for a second month in a row in April, suggesting households are feeling the pinch from rising inflation since last year's Brexit vote and low wage growth, data from mortgage lender Nationwide showed on Friday.","uk, house, prices, fall, april, buyers, face, brexit, pinch","british, house, prices, fell, second, month, row, april, suggesting, households, feeling, pinch, rising, inflation, since, last, year, s, brexit, vote, low, wage, growth, data, mortgage, lender, nationwide, showed, friday"
"1313","2017-04-27","British housing starts indicator hits 10-year high, commercial market improves","A measure of house-building plans in Britain hit a 10-year high in early 2017 and demand for commercial property improved too, industry surveys showed on Thursday, easing concerns about the impact of last year's Brexit vote on the real estate market.","british, housing, starts, indicator, hits, year, high, commercial, market, improves","measure, house, building, plans, britain, hit, year, high, early, demand, commercial, property, improved, industry, surveys, showed, thursday, easing, concerns, impact, last, year, s, brexit, vote, real, estate, market"
"1316","2017-04-26","Brexit leaves industrial firms staring into regulatory void","Summit Therapeutics  is about to start pivotal tests of a novel antibiotic discovered by UK scientists to treat a sometimes deadly bowel infection, but Britons could be the last patients to get it after Britain leaves the EU.","brexit, leaves, industrial, firms, staring, regulatory, void","summit, therapeutics, start, pivotal, tests, novel, antibiotic, discovered, uk, scientists, treat, sometimes, deadly, bowel, infection, britons, last, patients, get, britain, leaves, eu"
"1320","2017-04-24","Weak pound boosts UK exporters, but Brexit weighs on investment - CBI","British factories saw their strongest export orders in six years in early 2017, helped by sterling's fall after the Brexit vote, but they are also scaling back on investment plans, a survey showed on Monday.","weak, pound, boosts, uk, exporters, brexit, weighs, investment, cbi","british, factories, saw, strongest, export, orders, six, years, early, helped, sterling, s, fall, brexit, vote, also, scaling, back, investment, plans, survey, showed, monday"
"1323","2017-04-24","May refuses to rule out personal tax hikes after election","British Prime Minister Theresa May refused on Saturday to rule out an increase in personal taxes if she wins a June election, riling supporters at the start of a campaign designed to strengthen her hand ahead of Brexit talks.","may, refuses, rule, personal, tax, hikes, election","british, prime, minister, theresa, may, refused, saturday, rule, increase, personal, taxes, wins, june, election, riling, supporters, start, campaign, designed, strengthen, hand, ahead, brexit, talks"
"1326","2017-04-21","UK retail sales post biggest quarterly fall since 2010","British retail sales posted their biggest quarterly fall in seven years in the first three months of 2017, as rising prices since last year's Brexit vote put more pressure on consumers, official data showed on Friday.","uk, retail, sales, post, biggest, quarterly, fall, since","british, retail, sales, posted, biggest, quarterly, fall, seven, years, first, three, months, rising, prices, since, last, year, s, brexit, vote, put, pressure, consumers, official, data, showed, friday"
"1327","2017-04-21","UK risks 22 percent tariff on EU food imports if no Brexit deal - retailers","British shoppers could face an average tariff of 22 percent on food from the European Union if Prime Minister Theresa May fails to reach a trade deal with Brussels before Britain leaves in two years time, retailers said on Thursday.","uk, risks, percent, tariff, eu, food, imports, brexit, deal, retailers","british, shoppers, face, average, tariff, percent, food, european, union, prime, minister, theresa, may, fails, reach, trade, deal, brussels, britain, leaves, two, years, time, retailers, said, thursday"
"1328","2017-04-21","Britons still subdued over housing market outlook - Halifax","Britons' expectations for house prices for the coming year remain subdued following last year's Brexit vote, a survey from mortgage lender Halifax showed on Friday.","britons, still, subdued, housing, market, outlook, halifax","britons, expectations, house, prices, coming, year, remain, subdued, following, last, year, s, brexit, vote, survey, mortgage, lender, halifax, showed, friday"
"1331","2017-04-19","British companies to increase ad budgets this year despite Brexit uncertainty - survey","British companies plan to increase their spending on advertising this year as they expect the UK economy to remain resilient despite the Brexit vote, a survey showed on Wednesday, reversing a previous forecast for a decline in ad budgets.","british, companies, increase, ad, budgets, year, despite, brexit, uncertainty, survey","british, companies, plan, increase, spending, advertising, year, expect, uk, economy, remain, resilient, despite, brexit, vote, survey, showed, wednesday, reversing, previous, forecast, decline, ad, budgets"
"1332","2017-04-14","Biggest share of UK lenders since 2008 plan to tighten supply of consumer credit - Bank of England","More British lenders plan to rein in the supply of credit to consumers in the next three months than at any time since the 2008/09 financial crisis, according to a Bank of England survey that may add to concerns about the economic outlook ahead of Brexit.","biggest, share, uk, lenders, since, plan, tighten, supply, consumer, credit, bank, england","british, lenders, plan, rein, supply, credit, consumers, next, three, months, time, since, financial, crisis, according, bank, england, survey, may, add, concerns, economic, outlook, ahead, brexit"
"1333","2017-04-13","UK manufacturers report strongest export growth since late 2014 - BCC","British manufacturers reported the fastest export growth in more than two years in early 2017 and the services sector also recovered to rack up its strongest sales growth since last June's Brexit vote, a business survey showed on Thursday.","uk, manufacturers, report, strongest, export, growth, since, late, bcc","british, manufacturers, reported, fastest, export, growth, two, years, early, services, sector, also, recovered, rack, strongest, sales, growth, since, last, june, s, brexit, vote, business, survey, showed, thursday"
"1334","2017-04-13","Central London house prices fall in March on Brexit, tax - RICS","House prices in central London saw their most widespread declines since 2009 as Brexit uncertainties and high transaction costs dented demand for high-end property in the British capital, a survey showed on Thursday.","central, london, house, prices, fall, march, brexit, tax, rics","house, prices, central, london, saw, widespread, declines, since, brexit, uncertainties, high, transaction, costs, dented, demand, high, end, property, british, capital, survey, showed, thursday"
"1335","2017-04-12","UK wage growth after inflation almost disappears","Inflation almost completely gnawed away the growth in pay of British workers during the three months to February, the clearest evidence yet that households are feeling the strain of rising prices as Brexit negotiations begin.","uk, wage, growth, inflation, almost, disappears","inflation, almost, completely, gnawed, away, growth, pay, british, workers, three, months, february, clearest, evidence, yet, households, feeling, strain, rising, prices, brexit, negotiations, begin"
"1338","2017-04-10","UK consumer spending grows at slowest rate in three years - Visa","British consumer spending increased at the slowest annual pace in more than three years in the first three months of 2017, in a further sign that one of the economy's main engines is losing steam as Brexit preparations begin, a survey showed on Monday.","uk, consumer, spending, grows, slowest, rate, three, years, visa","british, consumer, spending, increased, slowest, annual, pace, three, years, first, three, months, sign, one, economy, s, main, engines, losing, steam, brexit, preparations, begin, survey, showed, monday"
"1339","2017-04-07","Bank of England's Carney calls for UK-EU deal on bank rules after Brexit","Bank of England Governor Mark Carney called on Friday for Britain and the European Union to reach a sweeping deal to recognise each others' bank rules after Brexit, or risk a potentially damaging hit to financial services across Europe.","bank, england, s, carney, calls, uk, eu, deal, bank, rules, brexit","bank, england, governor, mark, carney, called, friday, britain, european, union, reach, sweeping, deal, recognise, others, bank, rules, brexit, risk, potentially, damaging, hit, financial, services, across, europe"
"1340","2017-04-07","More signs of UK slowdown appear as Brexit gets under way","Signs that Britain's economy is slowing as it prepares to leave the European Union hardened on Friday, as official data showed a surprise drop in industrial output and construction in February and a mixed performance for trade.","signs, uk, slowdown, appear, brexit, gets, way","signs, britain, s, economy, slowing, prepares, leave, european, union, hardened, friday, official, data, showed, surprise, drop, industrial, output, construction, february, mixed, performance, trade"
"1345","2017-04-07","BoE's Carney says not seeking stand-alone UK-EU financial services deal","Bank of England Governor Mark Carney said on Friday he did not think there should be a stand-alone Brexit deal for financial services firms, separate from any broader agreement Britain reaches when it leaves the European Union.","boe, s, carney, says, seeking, stand, alone, uk, eu, financial, services, deal","bank, england, governor, mark, carney, said, friday, think, stand, alone, brexit, deal, financial, services, firms, separate, broader, agreement, britain, reaches, leaves, european, union"
"1346","2017-04-07","Britons becoming reluctant to move jobs as Brexit gets underway - REC","British workers are becoming more reticent about moving jobs as the process of leaving the European Union gets underway, exacerbating long-standing skill shortages, a survey of recruiters showed on Friday.","britons, becoming, reluctant, move, jobs, brexit, gets, underway, rec","british, workers, becoming, reticent, moving, jobs, process, leaving, european, union, gets, underway, exacerbating, long, standing, skill, shortages, survey, recruiters, showed, friday"
"1349","2017-04-05","UK economy probably slowing after strong end to 2016 - PMI","Britain's economy has probably slowed from its strong growth of late last year and a cooling jobs market and hefty price increases will become increasingly apparent as Brexit gets underway, according to a survey published on Wednesday.","uk, economy, probably, slowing, strong, end, pmi","britain, s, economy, probably, slowed, strong, growth, late, last, year, cooling, jobs, market, hefty, price, increases, will, become, increasingly, apparent, brexit, gets, underway, according, survey, published, wednesday"
"1353","2017-04-05","Nearly half of UK households plan spending cuts as prices spike - survey","Nearly half of British households plan to cut spending as worries around inflation escalate, a survey showed on Wednesday, driving home the squeeze on consumers from rising energy prices and the pound's post-Brexit vote plunge.","nearly, half, uk, households, plan, spending, cuts, prices, spike, survey","nearly, half, british, households, plan, cut, spending, worries, around, inflation, escalate, survey, showed, wednesday, driving, home, squeeze, consumers, rising, energy, prices, pound, s, post, brexit, vote, plunge"
"1356","2017-04-04","UK grocery prices jump 2.3 percent in 12 weeks to March 26","British grocery prices jumped 2.3 percent year-on-year in the 12 weeks to March 26, as the plunge in the pound following last year's Brexit vote forced higher the cost of staples including butter, fish, tea and skincare.","uk, grocery, prices, jump, percent, weeks, march","british, grocery, prices, jumped, percent, year, year, weeks, march, plunge, pound, following, last, year, s, brexit, vote, forced, higher, cost, staples, including, butter, fish, tea, skincare"
"1357","2017-04-04","UK construction growth cools in March, adding to signs of slowdown - PMI","LONDON - Growth in Britain's construction industry slowed slightly in March, adding to signs that the economy has lost some of its  strong momentum of late last year when it defied the shock of the Brexit vote, a survey showed on Tuesday.","uk, construction, growth, cools, march, adding, signs, slowdown, pmi","london, growth, britain, s, construction, industry, slowed, slightly, march, adding, signs, economy, lost, strong, momentum, late, last, year, defied, shock, brexit, vote, survey, showed, tuesday"
"1359","2017-04-01","Warning signs abound for UK economy following strong fourth quarter","The British economy's strong finish to 2016 looks likely to prove a high watermark as Brexit gets underway, according to a range of indicators on Friday which pointed to a growing squeeze on consumers.","warning, signs, abound, uk, economy, following, strong, fourth, quarter","british, economy, s, strong, finish, looks, likely, prove, high, watermark, brexit, gets, underway, according, range, indicators, friday, pointed, growing, squeeze, consumers"
"1360","2017-03-31","Poorest Britons already feeling the crush of inflation","Sharply rising inflation since last June's Brexit vote is already starting to hurt the poorest households in Britain.","poorest, britons, already, feeling, crush, inflation","sharply, rising, inflation, since, last, june, s, brexit, vote, already, starting, hurt, poorest, households, britain"
"1363","2017-03-29","UK consumer lending slows, caution reigns ahead of Brexit","British consumer borrowing grew at its weakest rate in nearly two years over the past three months, Bank of England data showed on Wednesday, highlighting households' sense of caution as Britain moved closer to leaving the European Union.","uk, consumer, lending, slows, caution, reigns, ahead, brexit","british, consumer, borrowing, grew, weakest, rate, nearly, two, years, past, three, months, bank, england, data, showed, wednesday, highlighting, households, sense, caution, britain, moved, closer, leaving, european, union"
"1366","2017-03-23","British retail sales suffer biggest squeeze in nearly seven years as inflation bites","British retail sales shrank at the fastest rate in nearly seven years during the past three months, despite a pickup in February, adding to signs that a major driver of Britain's economy is faltering after last year's Brexit vote.","british, retail, sales, suffer, biggest, squeeze, nearly, seven, years, inflation, bites","british, retail, sales, shrank, fastest, rate, nearly, seven, years, past, three, months, despite, pickup, february, adding, signs, major, driver, britain, s, economy, faltering, last, year, s, brexit, vote"
"1368","2017-03-23","BoE warns UK exporters pre-Brexit 'sweet spot' may not last","British exporters cannot count on enjoying the ""sweet spot"" which was created by the Brexit vote last year, a top Bank of England official said on Thursday, underscoring the BoE's cautious view on the outlook for the economy.","boe, warns, uk, exporters, pre, brexit, sweet, spot, may, last","british, exporters, count, enjoying, sweet, spot, created, brexit, vote, last, year, top, bank, england, official, said, thursday, underscoring, boe, s, cautious, view, outlook, economy"
"1379","2017-03-21","Optimism in UK factories surges to 22-year high as exports rebound - CBI survey"," Optimism among British factories surged to a 22-year high in March as exports rebounded, a survey showed on Tuesday, adding to signs manufacturing has benefited from sterling's fall after the Brexit vote.","optimism, uk, factories, surges, year, high, exports, rebound, cbi, survey","optimism, among, british, factories, surged, year, high, march, exports, rebounded, survey, showed, tuesday, adding, signs, manufacturing, benefited, sterling, s, fall, brexit, vote"
"1381","2017-03-21","BoE's Haldane says hopes trade, investment can be preserved after Brexit","Bank of England Chief Economist Andy Haldane stressed the importance of free trade and foreign direct investment to Britain's economy on Monday, saying that he hoped these would be preserved or enhanced following Brexit.","boe, s, haldane, says, hopes, trade, investment, can, preserved, brexit","bank, england, chief, economist, andy, haldane, stressed, importance, free, trade, foreign, direct, investment, britain, s, economy, monday, saying, hoped, preserved, enhanced, following, brexit"
"1382","2017-03-20","Prime central London sales hit an all-time low in 2016","The number of London's top-end city centre homes sold last year fell to a record low, according to an analysis of official data, continuing a trend of falling demand due to increases in property tax and the Brexit vote.","prime, central, london, sales, hit, time, low","number, london, s, top, end, city, centre, homes, sold, last, year, fell, record, low, according, analysis, official, data, continuing, trend, falling, demand, due, increases, property, tax, brexit, vote"
"1383","2017-03-20","Asking prices for UK homes show solid gain in Feb-March - Rightmove","Asking prices for homes in England and Wales are showing above-average increases as a shortage of properties for sale outweighed any nervousness about Brexit, a survey published by property data firm Rightmove showed on Monday.","asking, prices, uk, homes, show, solid, gain, feb, march, rightmove","asking, prices, homes, england, wales, showing, average, increases, shortage, properties, sale, outweighed, nervousness, brexit, survey, published, property, data, firm, rightmove, showed, monday"
"1384","2017-03-17","UK economy sends mixed signals as Brexit talks near","Britain's economy is sending mixed signals about its readiness for Brexit, just as British Prime Minister Theresa May is getting ready to launch the process of pulling the country out of the European Union.","uk, economy, sends, mixed, signals, brexit, talks, near","britain, s, economy, sending, mixed, signals, readiness, brexit, just, british, prime, minister, theresa, may, getting, ready, launch, process, pulling, country, european, union"
"1386","2017-03-16","BoE's Forbes: weak wage growth may reflect temporary Brexit caution - Telegraph","Recent weakness in British pay growth likely reflects temporary caution about Brexit among employers, Bank of England rate-setter Kristin Forbes said in a newspaper opinion piece published on Thursday.","boe, s, forbes, weak, wage, growth, may, reflect, temporary, brexit, caution, telegraph","recent, weakness, british, pay, growth, likely, reflects, temporary, caution, brexit, among, employers, bank, england, rate, setter, kristin, forbes, said, newspaper, opinion, piece, published, thursday"
"1393","2017-03-14","UK business confidence rebounds from four-year low - Markit","British business sentiment surged from a four-year low and hit its highest level since mid-2015 in February, a survey by Markit showed on Monday, marking a recovery in corporate optimism after last year's Brexit vote.","uk, business, confidence, rebounds, four, year, low, markit","british, business, sentiment, surged, four, year, low, hit, highest, level, since, mid, february, survey, markit, showed, monday, marking, recovery, corporate, optimism, last, year, s, brexit, vote"
"1394","2017-03-10","UK factories see Brexit boost from weaker sterling","British factories enjoyed their strongest growth in nearly seven years in late 2016 and early 2017 and exports rose quickly, data showed on Friday, suggesting a boost for manufacturers from sterling's fall after the Brexit vote.","uk, factories, see, brexit, boost, weaker, sterling","british, factories, enjoyed, strongest, growth, nearly, seven, years, late, early, exports, rose, quickly, data, showed, friday, suggesting, boost, manufacturers, sterling, s, fall, brexit, vote"
"1395","2017-03-10","UK retail has worst February sales dip for eight years - survey","Britain's shops endured their worst fall in February sales since 2009, a survey showed on Friday, adding to evidence of a Brexit-related consumer slowdown as London gears up for divorce talks with the European Union..","uk, retail, worst, february, sales, dip, eight, years, survey","britain, s, shops, endured, worst, fall, february, sales, since, survey, showed, friday, adding, evidence, brexit, related, consumer, slowdown, london, gears, divorce, talks, european, union"
"1396","2017-03-10","Britons raise inflation expectations - BoE survey","Britons have raised their expectations for inflation over the coming year due to the plummet in the value of sterling after the Brexit vote, although the number of people who believe interest rates will rise is little changed, a Bank of England survey showed.","britons, raise, inflation, expectations, boe, survey","britons, raised, expectations, inflation, coming, year, due, plummet, value, sterling, brexit, vote, although, number, people, believe, interest, rates, will, rise, little, changed, bank, england, survey, showed"
"1398","2017-03-09","Builders turn to bolt-together homes in Brexit Britain","The prospect of Brexit choking off the supply of EU workers is reshaping Britain's homebuilding industry, with big companies increasingly looking to factory-manufacture houses in sections that can be slotted together on-site with minimal labour.","builders, turn, bolt, together, homes, brexit, britain","prospect, brexit, choking, supply, eu, workers, reshaping, britain, s, homebuilding, industry, big, companies, increasingly, looking, factory, manufacture, houses, sections, can, slotted, together, site, minimal, labour"
"1404","2017-03-08","UK faces tougher Brexit challenge after 2017 resilience - Hammond","Britain's economy is likely to feel the pain of Brexit more sharply in the coming years despite holding up well so far, according to Chancellor Philip Hammond's latest plan to steer the economy through its split from the European Union.","uk, faces, tougher, brexit, challenge, resilience, hammond","britain, s, economy, likely, feel, pain, brexit, sharply, coming, years, despite, holding, well, far, according, chancellor, philip, hammond, s, latest, plan, steer, economy, split, european, union"
"1406","2017-03-08","UK seen borrowing 23.5 billion pounds less than expected in November - OBR figures","Britain's government will need to borrow 23.5 billion pounds less between the current financial year and 2021 than it expected a few months ago, helped by the economy's resilience to last year's Brexit vote, according to official budget forecasts.","uk, seen, borrowing, billion, pounds, less, expected, november, obr, figures","britain, s, government, will, need, borrow, billion, pounds, less, current, financial, year, expected, months, ago, helped, economy, s, resilience, last, year, s, brexit, vote, according, official, budget, forecasts"
"1407","2017-03-08","Budget will increase Britain's post-Brexit economic resilience - May's spokesman","Chancellor Philip Hammond told the government's top team of ministers that his budget statement on Wednesday would increase Britain's economic resilience for its future outside the European Union, Prime Minister Theresa May's spokesman said.","budget, will, increase, britain, s, post, brexit, economic, resilience, may, s, spokesman","chancellor, philip, hammond, told, government, s, top, team, ministers, budget, statement, wednesday, increase, britain, s, economic, resilience, future, outside, european, union, prime, minister, theresa, may, s, spokesman, said"
"1411","2017-03-07","UK food inflation doubles in a month - Kantar Worldpanel","British food inflation has doubled since last month, with the price of staples including butter, tea, lamb and fish all rising, industry data showed on Tuesday, adding to evidence that the impact of last year's Brexit vote is pushing up shoppers' bills.","uk, food, inflation, doubles, month, kantar, worldpanel","british, food, inflation, doubled, since, last, month, price, staples, including, butter, tea, lamb, fish, rising, industry, data, showed, tuesday, adding, evidence, impact, last, year, s, brexit, vote, pushing, shoppers, bills"
"1412","2017-03-07","UK needs financial reserves in the tank for Brexit - Hammond","Britain's Chancellor Philip Hammond said he would keep ""reserves in the tank"" to see the economy through its looming Brexit challenge, signalling little room for extra spending in this week's budget despite better news on borrowing.","uk, needs, financial, reserves, tank, brexit, hammond","britain, s, chancellor, philip, hammond, said, keep, reserves, tank, see, economy, looming, brexit, challenge, signalling, little, room, extra, spending, week, s, budget, despite, better, news, borrowing"
"1415","2017-03-06","UK manufacturers enjoy post-Brexit surge in orders - survey","Britain's factories are growing at their fastest pace in more than three years, helped by the fall in the value of the pound after the Brexit vote and a recovery in core markets in Europe, a survey showed on Monday.","uk, manufacturers, enjoy, post, brexit, surge, orders, survey","britain, s, factories, growing, fastest, pace, three, years, helped, fall, value, pound, brexit, vote, recovery, core, markets, europe, survey, showed, monday"
"1416","2017-03-03","UK economy's strong growth since Brexit vote starts to slow","Britain's unexpectedly strong economic growth since last June's Brexit vote may be starting to fade as inflation picks up, according to a major business survey that chimed with notes of caution from several top companies.","uk, economy, s, strong, growth, since, brexit, vote, starts, slow","britain, s, unexpectedly, strong, economic, growth, since, last, june, s, brexit, vote, may, starting, fade, inflation, picks, according, major, business, survey, chimed, notes, caution, several, top, companies"
"1418","2017-03-03","MPs say May's industrial plan falls short, risks mistakes","Britain's new industrial strategy, unveiled earlier this year to prepare the economy for Brexit, is lacking in long-term thinking and risks making the same mistakes as prior, failed plans, a group of MPs said.","mps, say, may, s, industrial, plan, falls, short, risks, mistakes","britain, s, new, industrial, strategy, unveiled, earlier, year, prepare, economy, brexit, lacking, long, term, thinking, risks, making, mistakes, prior, failed, plans, group, mps, said"
