"","Headline","Description","Date"
"3058","EU's Barnier urges ""decisive progress"" on Brexit for summit next week","The European Union's Brexit negotiator Michel Barnier told the bloc's executive on Wednesday that ""decisive progress"" was needed in negotiations over Britain's exit from the bloc in time for a summit of all the 28 national leaders next week.","2018-10-10"
"3059","EU's commissioner says ""we are not there yet"" on Brexit","The European Union's top migration official said on Wednesday that Brexit negotiators were holding intense talks but they have not yet concluded a deal.","2018-10-10"
"3060","Britain sees Brexit progress, again calls on EU to 'meet us halfway'","Brexit minister Dominic Raab voiced confidence on Tuesday that Britain and the European Union would make progress on their divorce at a summit next week, but again asked the bloc to meet London ""halfway"" on the most difficult areas.","2018-10-10"
"3061","May's possible Brexit deal could be backed by 30-40 Labour MPs - Times","Around 30 to 40 lawmakers from the opposition Labour Party would be prepared to back a Brexit deal that British Prime Minister Theresa May is trying to strike with the European Union, The Times newspaper reported, citing unidentified lawmakers.","2018-10-10"
"3062","Leading EU MP sees smaller risk now of no-deal Brexit","A European Parliament lawmaker dealing with Brexit, Danuta Hubner, said on Wednesday she saw a smaller risk now than before of failing to reach a divorce agreement with Britain.","2018-10-10"
"3063","UK's May plans Brexit discussion at Tuesday's cabinet meeting - The Times","British Prime Minister Theresa May is planning to have an extended discussion on Brexit at next Tuesday's cabinet meeting in hopes of outlining a compromise deal on the Irish border, The Times reported on Wednesday.","2018-10-10"
"3064","UK, EU make progress in Brexit negotiations over Irish backstop - ITV News","Britain and the European Union have made progress in negotiations over the Irish border backstop, a key hurdle in reaching a Brexit deal, ITV News reported on Tuesday.","2018-10-10"
"3065","Only independence can resolve Scotland's Brexit quandary - Sturgeon","The British government's ""shambolic"" handling of its divorce talks with the European Union demonstrates that Scotland needs to become independent, Scottish leader Nicola Sturgeon told her Scottish National Party (SNP) on Tuesday.","2018-10-09"
"3066","We expect progress at October EU meeting - Dominic Raab","British Brexit minister Dominic Raab said on Tuesday he expected to make some progress in negotiations at a summit of European Union leaders next week, describing it as an important milestone in the process of leaving the bloc.","2018-10-09"
"3067","Brexit talks will likely run into November - Irish foreign minister","Brexit negotiations will probably need to run into November to finalise a withdrawal treaty, including a so-called ""backstop"" agreement to avoid a hard land border on the island of Ireland, Irish Foreign Minister Simon Coveney said on Tuesday.","2018-10-09"
"3068","No deal Brexit would lead to 'carnage' - Irish foreign minister","If Britain leaves the European Union without an agreement it will lead to economic carnage, particularly for Britain itself, Irish Foreign Minister Simon Coveney said on Tuesday.","2018-10-09"
"3069","UK and EU could agree terms of Brexit divorce by Monday - Dow Jones","Britain and the European Union could agree the terms of their Brexit divorce by Monday, Dow Jones reported on Tuesday, citing unidentified diplomats.","2018-10-09"
"3070","Britain's big Brexit vote: Will parliament back May?","If British Prime Minister Theresa May is able to strike a Brexit deal with the European Union in the coming weeks, she will face a crucial vote in parliament when she asks lawmakers to approve it.","2018-10-09"
"3071","UK clinical trials fall as Brexit clouds drug approval process","The number of new clinical trials started in Britain last year was 25 percent lower than the average for 2009-16, as anxiety about Brexit's impact on future medicines regulation made companies hesitate about running studies in the country.","2018-10-09"
"3072","Bank of England tells EU to move now to avoid hard Brexit hit to markets","The Bank of England urged the European Union on Tuesday to do more to protect cross-border financial services from the risks of a ""cliff-edge Brexit"", saying the need for action was now pressing.","2018-10-09"
"3073","Northern Ireland's Foster, in Brussels, rebuffs EU Brexit compromise","The leader of Northern Ireland's biggest party on Tuesday ruled out any checks on trade with the British mainland after the EU's Brexit negotiator tried to persuade her that such controls could be ""de-dramatised"".","2018-10-09"
"3074","Brexit deal possible in weeks, says Northern Irish party that props up May","A Brexit deal is ""eminently possible"" within weeks but there can be no regulatory barriers within the United Kingdom, the head of the Northern Irish party that props up British Prime Minister Theresa May said on Tuesday.","2018-10-09"
"3075","Conservatives face ""dire consequences"" with Brexit strategy - David Davis","Britain's former Brexit minister David Davis said on Tuesday that the ruling Conservative Party will face dire consequences at the next election if it sticks with Prime Minister Theresa May's Brexit plans, the Sun newspaper reported.","2018-10-09"
"3076","Ireland said ""central case"" is Brexit deal in coming weeks","The Irish government's ""central case"" is that a Brexit deal will be done in the coming weeks between Britain and the European Union, but it is continuing to plan for the possibility that no deal is agreed, Finance Minister Paschal Donohoe said.","2018-10-09"
"3077","UK pressing 'intensive' Brexit talks before EU summit - PM's spokesman","Britain is pressing on with ""intensive"" talks to try to hammer out a Brexit agreement with the European Union, Prime Minister Theresa May's spokesman said on Tuesday before the two sides meet at a summit in Brussels.","2018-10-09"
"3078","German FinMin aims for post-Brexit transition period until end-2020 in tax law - WiWo","German Finance Minister Olaf Scholz aims for German tax law to treat Britain like a member state of the European Union after it leaves the bloc until the end of 2020, German magazine WirtschaftsWoche reported, citing a draft law.","2018-10-09"
"3079","EU's Barnier ""working hard"" to explain border fix to Northern Irish","European Union Brexit negotiator Michel Barnier met Northern Irish politicians on Tuesday and said he was ""working hard to explain and de-dramatise"" the Irish border backstop, a key hurdle in Brexit negotiations.","2018-10-09"
"3080","Dominic Raab to make statement in parliament on EU talks - Labour","British Brexit minister Dominic Raab British will make a statement on negotiations to leave the European Union in parliament on Tuesday, the opposition Labour Party said.","2018-10-09"
"3081","EU envoys schedule late Friday talks in Brexit countdown","The European Union's national ambassadors will meet late on Friday afternoon in Luxembourg without Britain to discuss Brexit, sources said, as divorce talks between London and the bloc are in their final stretch.","2018-10-09"
"3082","German firms would face billions in extra tariffs in hard Brexit - IW","A hard Brexit would result in extra tariffs of more than 3 billion euros (2.6 billion pounds) for German companies per year, a German institute said on Tuesday, adding that German exports to Britain could drop by up to 57 percent.","2018-10-09"
"3083","Leader of Northern Ireland's DUP says Brexit deal 'eminently possible'","The head of the Northern Irish party that props up Prime Minister Theresa May's government said on Tuesday a Brexit deal was ""eminently possible"" within weeks, but she would not accept different regulations from the rest of the United Kingdom.","2018-10-09"
"3084","At least 40 of May's MPs willing to vote down Brexit deal, ex-minister says","At least 40 lawmakers in Prime Minister Theresa May's Conservative Party are willing to vote down her possible Brexit deal if it leaves the United Kingdom 'half in and half out' of the European Union, a senior lawmaker said on Tuesday.","2018-10-09"
"3085","Leader of Northern Ireland's DUP says wants Brexit that works for Ireland","The Northern Irish party which props up Prime Minister Theresa May's government said on Monday that it wanted a Brexit that worked for the Republic of Ireland too, as its leader travels to Brussels for talks with EU negotiator Michel Barnier.","2018-10-08"
"3086","Scotland should have its own Brexit backstop - Sturgeon","Scotland should have its own version of the Brexit ""backstop"" plan that the European Union and United Kingdom are trying to agree for the Irish border, Scottish First Minister Nicola Sturgeon said on Monday.","2018-10-08"
"3087","Voters' confidence in May's handling of Brexit rises - ORB poll","British voters approval of Prime Minister Theresa May's handling of Brexit negotiations has risen for the first time in five months, the ORB International pollster said on Monday.","2018-10-08"
"3088","Brexit Secretary Raab not heading to Brussels this week, Sun editor","British Brexit Secretary Dominic Raab has no confirmed visit to Brussels this week, the Sun newspaper's Political Editor Tom Newton Dunn cited Downing Street as saying.","2018-10-08"
"3089","Thousands of German firms sought advice on Brexit, industry chief tells paper","Thousands of German businesses sought advice in recent weeks on how to prepare for Britain's exit from the European Union in a sign they are ""highly uneasy"", the head of the DIHK Chambers of Industry and Commerce was cited as saying on Monday.","2018-10-08"
"3090","Brexiteers set limit for May's trade deal with EU - The Times","Brexiteers warned UK Prime Minister Theresa May on Sunday night that she could keep Britain within European Union customs arrangements only until 2022, The Times reported on Monday.","2018-10-08"
"3091","Brexit uncertainty is ""starting to bite"" for UK firms - surveys","Britain's businesses are suffering from Brexit-related uncertainty as exports slow, recruitment difficulties mount and investment plans are scaled back, two surveys showed on Monday.","2018-10-08"
"3092","Dogs owners march on UK parliament demanding new Brexit 'Wooferendum'","Around a thousand dogs and their owners marched on Britain's parliament on Sunday demanding an end to Brexit via a second vote on the terms of the country's exit from the European Union.","2018-10-07"
"3093","PM May seeks support as others draw Brexit battle lines","Prime Minister Theresa May appealed to wavering British voters on Sunday ahead of a defining few months in which she hopes to secure a Brexit deal and face down opponents who say her EU exit plan is too hard, too soft, or just plain wrong.","2018-10-07"
"3094","Japan's Abe says would welcome Britain to TPP - FT","Japan would welcome Britain ""with open arms"" into a Trans Pacific trade pact, Prime Minister Shinzo Abe told the Financial Times on Sunday.","2018-10-07"
"3095","Scotland's Sturgeon promises independence plan once UK Brexit deal known","Scottish National Party (SNP) leader Nicola Sturgeon said on Sunday she would set out her plans for a fresh independence drive as soon as she sees what kind of Brexit deal Prime Minister Theresa May brings back from Brussels.","2018-10-07"
"3096","Lloyd's of London accelerating Brexit contingency plans - BBC","The outgoing chief executive of insurance market Lloyd's of London, Inga Beale, said her firm is accelerating Brexit contingency plans to transfer contracts to a Brussels subsidiary as she feel Britain is getting closer to leaving the European Union without a deal.","2018-10-07"
"3097","Irish foreign minister says good chance of getting Brexit deal - Sky","Irish foreign minister Simon Coveney said on Sunday he thought the chances of agreeing a withdrawal treaty between Britain and the European Union were good.","2018-10-07"
"3098","Irish PM says still 'fair bit of work' to do in Brexit talks","Irish Prime Minister Leo Varadkar said on Saturday that he is hopeful that there will be decisive progress in the next two weeks to conclude a Brexit deal but that there is still more work to be done.","2018-10-06"
"3099","EU's Juncker upbeat on Brexit agreement, no-deal not an option","The European Union and Britain will reach a deal on Brexit in November if they do not do so this month, European Commission president Jean-Claude Juncker told Austrian newspapers.","2018-10-06"
"3100","EU's Tusk says Brexit deal possible by end of 2018","European Council President Donald Tusk said on Saturday it was possible to agree a deal with Britain on leaving the European Union by the end of 2018.","2018-10-06"
"3101","In haste to go Dutch, Unilever misjudged concerns in Brexit-bound UK","Unilever's reputation for valuing all stakeholders rather than just shareholders boosted its corporate governance credentials, but landed the consumer goods firm in trouble when it tried to move its headquarters from London.","2018-10-06"
"3102","EU negotiators say Brexit deal 'very close' but details missing","The European Union's Brexit negotiators believe a divorce deal with Britain is ""very close"", diplomatic sources said, in a sign a compromise on the most contentious issue - the future Irish border - might be in the making though details were scarce.","2018-10-06"
"3103","ECJ to hear case on whether UK alone can reverse Brexit on November 27 - source","The European Court of Justice has set a Nov. 27 date for a hearing to decide whether Britain's parliament can unilaterally change its mind on Brexit, a legal source told Reuters, adding that the case is moving fast.","2018-10-05"
"3104","Asset managers accounting for bulk of Irish Brexit moves","Asset management and investment firms make up about half of the more than 100 finance companies that have applied to set up or extend operations in Ireland as a result of Brexit, the state agency competing to win foreign business said on Friday.","2018-10-05"
"3105","Barnier meets Northern Irish parties, stresses Brexit backstop","EU Brexit negotiator Michel Barnier said he stressed the need for a binding deal to avoid a disruptive EU border for Northern Ireland when he met leading politicians from the British province on Friday.","2018-10-05"
"3106","Ireland says 'hard to know' if British backstop proposal will work - Irish Times","It is ""hard to know"" if the new ""backstop"" proposal Britain is working on for how to avoid a hard border on the island of Ireland would work, Irish Foreign Minister Simon Coveney was quoted as saying on Friday.","2018-10-05"
"3107","EU's Juncker hopes for Brexit deal in November","European Commission President Jean-Claude Juncker said on Friday he was fully focused on making Brexit negotiations a success and hoped for a deal in November.","2018-10-05"
"3108","Germany says no-deal Brexit not in UK, EU or German interests","A no-deal Brexit would not be good for Britain, Europe or Germany, a German government spokesman said on Friday, adding that Chancellor Angela Merkel sees that close cooperation with Britain will be possible in some areas.","2018-10-05"
"3109","UK will preserve integrity in any Brexit deal, Brexit ministry says","The United Kingdom's integrity will be preserved as part of any Brexit deal and there will be no new regulatory barriers between Northern Ireland and the rest of the UK unless the province's executive agree, the Brexit ministry said on Friday.","2018-10-05"
"3110","Border deal cannot rely on Northern Ireland assembly - Irish minister","Any agreement on how the border between Ireland and Northern Ireland operates after Britain leaves the EU cannot rely on Belfast's devolved government to approve future regulatory changes, Irish Foreign Minister Simon Coveney said on Friday.","2018-10-05"
"3111","Northern Ireland cannot accept economic barriers with UK - DUP deputy leader","Northern Ireland cannot accept economic barriers between its territory and the rest of the United Kingdom, the deputy leader of the province's Democratic Unionist Party told BBC radio on Friday.","2018-10-05"
"3112","Tusk slams UK slurs on EU, urges 'Canada plus plus plus' Brexit deal","European Council President Donald Tusk sharply criticised what he called ""emotional"" and ""insulting"" statements about the EU by British ministers and urged London on Thursday to accept an offer of very close post-Brexit ties.","2018-10-04"
"3113","Britain's Johnson welcomes Tusk's talk of a Canada-type deal","Britain's former foreign minister Boris Johnson, who has led calls for Theresa May to ditch her Brexit plan, on Thursday welcomed a proposal from Brussels for the two sides to agree a Canada-style deal.","2018-10-04"
"3114","EU court may decide before Christmas if UK can unilaterally reverse Brexit","Scotland's Court of Session has asked the European Court of Justice (ECJ) for a preliminary ruling on whether the British parliament can change its mind about leaving the European Union without the bloc's agreement, the Scottish court said on Thursday.","2018-10-04"
"3115","Seeking Brexit deal, EU eyes compromise on Irish border","European Union negotiators see the outline of a compromise on the Irish border issue which is holding up Brexit talks, EU sources told Reuters on Thursday, raising hopes that a new British offer could unlock a deal.","2018-10-04"
"3116","New British proposal for Irish border 'step in right direction' - EU source","New British proposals for avoiding extensive border checks on the island of Ireland after Brexit are ""a step in the right direction"" and ""make finding a compromise possible"", a European Union source close to the negotiations told Reuters on Thursday.","2018-10-04"
"3117","Ireland expects formal UK backstop proposals in next week - minister","Ireland is not aware that Britain has yet tabled its planned formal new ""backstop"" proposal on how to avoid a hard border on the island of Ireland but hopes to see it over the next week or so, Foreign Minister Simon Coveney said on Thursday.","2018-10-04"
"3118","EU's Barnier - Brexit deal must have legally sound Ireland backstop","A divorce deal with Britain requires a legally sound solution for the border between Ireland and Northern Ireland, the European Union's Brexit negotiator Michel Barnier said on Thursday after talks with Irish Prime Minister Leo Varadkar.","2018-10-04"
"3119","Brexit-linked dangers being underestimated, ECB's Nowotny says","The dangers linked to Brexit for Europe continue to be underestimated, European Central Bank policymaker Ewald Nowotny said on Thursday.","2018-10-04"
"3120","Brace for volatility if little Brexit progress by November - Irish cenbank","European regulators need to be braced for financial market volatility if very clear progress is not evident in Brexit negotiations by November, Irish Central Bank Governor Philip Lane said on Thursday.","2018-10-04"
"3121","Brexit crunch time - Diary dates for Britain's EU departure","With just six months to go until Britain is due to leave the European Union, negotiations between the sides to agree a divorce settlement and a blueprint of new relations after Brexit are in the final stretch.","2018-10-04"
"3122","Nissan, RBS join chorus of warnings over disorderly Brexit","Japanese carmaker Nissan  and Royal Bank of Scotland (RBS)  have became the latest companies to warn about damage to the economy if Britain fails to secure a trade deal before leaving the European Union.","2018-10-04"
"3123","Irish PM wants Brexit deal by November 'if at all possible'","Ireland's Prime Minister Leo Varadkar said on Thursday that Brexit talks were entering ""a critical and ultimate phase"" of negotiations and that he hoped a deal would be reached within the next month.","2018-10-04"
"3124","UK markets watchdog says cooperation with EU to aid smooth Brexit","European Union regulators have recognised the need to cooperate with their UK counterparts to avoid disorderly markets if no agreement is reached on the terms of the UK's departure from the EU, Britain's financial watchdog said on Thursday.","2018-10-04"
"3125","Ireland processing over 100 Brexit-related applications from finance firms - central bank","Ireland's central bank has seen a surge in financial services firms seeking to set up or extend their operations in Ireland as a result of Brexit and is processing over 100 applications, its governor Philip Lane said on Thursday.","2018-10-04"
"3126","UK medicines regulator preparing for no-deal Brexit","Britain's medicines watchdog is preparing for the possibility of the country leaving the European Union without a deal next March, in which case it would have to operate as a stand-alone drugs and medical devices regulator.","2018-10-04"
"3127","Britain should get off 'high horse' for sake of Brexit deal - German lawmaker","Britain needs to climb down from its ""high horse"" and face the reality that its European Union partners will not allow cherry picking in negotiations on its planned exit from the bloc, a senior German conservative lawmaker said on Thursday.","2018-10-04"
"3128","May planning to rush Brexit through parliament - Bloomberg","British Prime Minister Theresa May's officials are planning to rush her Brexit deal through Parliament to stave off a rebellion from her own party, Bloomberg reported on Thursday.","2018-10-04"
"3129","Brexit bill could go up as new data show rise in EU budget liabilities","Britain may be required to channel more money than expected into the European Union budget after it leaves the bloc because EU liabilities are going up driven by higher pension costs and financial guarantees, EU data released on Thursday show.","2018-10-03"
"3130","End divisions or put Brexit at risk, Britain's May tells party","British Prime Minister Theresa May appealed to her Conservative Party on Wednesday to unite behind her plan to leave the European Union, warning critics their arguments could put Brexit in jeopardy.","2018-10-03"
"3131","Brexit talks must focus on divorce deal before future ties - Czech official","Britain and the European Union must focus on getting a divorce deal with an Irish border fix before they embark on discussions on their post-Brexit trade ties, the Czech Republic's pointman on Europe said.","2018-10-03"
"3132","Ireland does not want border down the Irish Sea - minister","Ireland does not want a notional border to emerge in the Irish Sea that would divide Northern Ireland from the rest of the United Kingdom, Irish Foreign Minister Simon Coveney said on Wednesday.","2018-10-03"
"3133","EU schedules Brexit summit for October 17","European Union leaders will meet to discuss a possible Brexit deal with Britain over dinner in Brussels on Oct. 17, the European Council said on Wednesday.","2018-10-03"
"3134","Brexit minister Raab denies Northern Ireland's DUP have whip hand in Brexit talks","UK Brexit minister Dominic Raab denied on Wednesday that the small Northern Irish Democratic Unionist Party (DUP) which supports the Conservative government had the ""whip hand"" in talks to unblock an impasse with the European Union over the Irish border.","2018-10-03"
"3135","EU watchdog seeks to avert Brexit disorder in euro clearing","European Union banks should be allowed to continue using British clearing houses for derivatives transactions even under a no-deal Brexit, a top EU regulator said on Wednesday, in an effort  to quell rising concern in markets.","2018-10-03"
"3136","May defends Brexit plan after dancing onto stage","British Prime Minister Theresa May defended her Brexit plans on Wednesday, but cautioned that she would rather leave without a deal than accept the carve up of the United Kingdom.","2018-10-03"
"3137","Brexit minister Raab optimistic about finalising EU deal in November","Brexit minister Dominic Raab said on Wednesday he was optimistic that Britain would agree an approach to the outstanding issues in negotiations with the European Union in time for details of a Brexit deal to be finalised in November.","2018-10-03"
"3138","UK citizens in France to get reciprocal rights post-Brexit, says minister Loiseau","British citizens living in France will get reciprocal rights along with French citizens in the United Kingdom following Brexit, said French European Affairs Minister Nathalie Loiseau.","2018-10-03"
"3139","UK austerity is over nearly a decade after crash - May","British Prime Minister Theresa May declared on Wednesday that her government's austerity push was over after nearly a decade of spending cuts in many areas of public services.","2018-10-03"
"3140","EU wants to get Brexit deal - spokesman","The European Union is trying to get a Brexit deal with Britain, a spokesman for the bloc's executive said of Boris Johnson's Tory Party conference comments.","2018-10-03"
"3141","Conservative MP calls on PM May to resign just minutes before speech","British Conservative lawmaker James Duddridge on Wednesday called on Prime Minister Theresa May to resign just minutes before she took the stage for the party's annual conference.","2018-10-03"
"3142","'Don't bully us', Britain takes new combative tone to Brexit talks","Britain cannot be bullied, Brexit minister Dominic Raab said on Monday, sharpening the government's criticism of the European Union for taunting Prime Minister Theresa May and souring difficult Brexit talks.","2018-10-03"
"3143","'Chuck Chequers', Johnson challenges May on Brexit","Former British foreign minister Boris Johnson set out his stall to the Conservative Party faithful on Tuesday, stopping just short of an outright leadership bid to replace Prime Minister Theresa May but tearing into her Brexit blueprint.","2018-10-03"
"3144","KPMG expects tougher British financial regime post-Brexit","KPMG expects Britain to ignore calls to loosen banking rules after Brexit and said in a report on Wednesday it may even become tougher with measures to protect consumers and defend its financial stability from cyber attacks.","2018-10-03"
"3145","A 'no-deal' Brexit better than a bad deal - French minister","Not having any deal on Brexit would be better than a bad deal, French minister for European affairs Nathalie Loiseau said on Wednesday, adding she still hoped a deal could be reached with Britain regarding its exit from the European Union.","2018-10-03"
"3146","Leader of North Ireland's DUP says - Our red line is blood red","The Northern Irish party which props up Prime Minister Theresa May warned that its ""blood red"" line was that there could be no Brexit deal that would divide Northern Ireland from the rest of the United Kingdom.","2018-10-03"
"3147","Beyond the rhetoric, Britain and EU preparing to move on Brexit","""Unworkable"", ""unacceptable"", ""impasse"" - the words used to describe Brexit talks between Britain and the European Union do little to temper concerns that the two are heading for a chaotic divorce.","2018-10-02"
"3148","Boris Johnson - May's Brexit plans are an outrage","Boris Johnson, Prime Minister Theresa May's former foreign secretary, said her Brexit plans were a constitutional outrage that would humiliate the United Kingdom by leaving it under the European Union's sway for generations to come.","2018-10-02"
"3149","Boris Johnson says - Chuck May's Brexit plan","Britain's former foreign minister, Boris Johnson, called on the Conservative Party to chuck out Prime Minister Theresa May's ""Chequers"" Brexit proposals which he said were an attempt to mislead British voters.","2018-10-02"
"3150","Factbox - Who wants to be Britain's next Prime Minister?","Possible successors to Prime Minister Theresa May are using the Conservative Party's annual conference this week to set out, with varying degrees of subtlety, their visions for Britain, turning the event into a parade of potential future leaders.","2018-10-02"
"3151","Irish PM expects hit to economic confidence if Brexit talks drag on","Brexit negotiators risk creating a significant impact on confidence in their economies if talks on agreeing a withdrawal agreement run on into November, December or even the New Year, Irish Prime Minister Leo Varadkar said on Tuesday.","2018-10-02"
"3152","Britain should change Brexit course, not its PM - former minister","British Prime Minister Theresa May needs to change course on Brexit but she should remain as leader, former junior Brexit minister Steve Baker said on Tuesday.","2018-10-02"
"3153","Carmakers step up warnings over disorderly Brexit","Carmakers ratcheted up their Brexit warnings on Tuesday, with France's PSA Group  and Germany's BMW  both saying UK production would suffer if Britain leaves the European Union without a deal.","2018-10-02"
"3154","Conservatives gripped by 'Mogg-mania' as diehard eurosceptic draws the crowds","Sighing at the sight of a queue of hundreds of people that snaked its way around the conference centre and out of the door, one Conservative Party member complained: ""They should have put him on the main stage"".","2018-10-02"
"3155","EU official to Britain - you can't leave our house and keep the key","Britain cannot leave the European house but keep the key and the right to swing by anytime, a top European Union official told London as Brexit negotiations are entering their final stretch.","2018-10-02"
"3156","Alternative Brexit conference shows threat to May from party rebels","A day after Prime Minister Theresa May urged her party to use their annual conference to unite behind her Brexit plans, rebel members of parliament were running out of patience with her decision to proceed with proposals many feel do not make a clean enough break from the EU.","2018-10-02"
"3157","Brexit uncertainty weighs on Jaguar's electric car investment decision","Britain's biggest carmaker Jaguar Land Rover has yet to make an imminent decision on whether to build electric cars in its home market partly due to uncertainty over the final Brexit terms, its boss told Reuters on Tuesday.","2018-10-02"
"3158","Brexit must not mean return to 'lite touch' regulation - UK watchdog","Britain's departure from the European Union next year should not be seen as triggering a ""race to the bottom"" in regulatory standards, a top UK regulator said on Monday.","2018-10-02"
"3159","BMW would up Dutch production in hard Brexit scenario - CEO","German carmaker BMW  sees a 50:50 chance of Britain leaving the European Union without a trade agreement, which would force it to shift more production of Mini vehicles to the Netherlands, Chief Executive Harald Krueger said on Tuesday.","2018-10-02"
"3160","Eurosceptics plan for Ireland will avoid hard border - former Brexit minister","A plan by eurosceptic rebels in Britain's ruling party to rely on technology to check goods on the north-south land border on the island of Ireland would resolve a stalemate currently holding up a Brexit deal, a former junior Brexit minister said.","2018-10-02"
"3161","DUP leader says Northern Ireland must leave EU on same terms as rest of Britain","The leader of the Northern Irish party which props up Prime Minister Theresa May's government said she would look at any new offer to the European Union on the Irish border, but Northern Ireland must leave on the same terms as rest of Britain.","2018-10-02"
"3162","France ramps up border controls in preparation for no-deal Brexit","France is hiring 700 additional customs officers and extra border control facilities in preparation for a potential no deal in Britain's negotiations over its divorce from the European Union, the minister in charge of customs said on Tuesday.","2018-10-02"
"3163","Disorderly Brexit scenarios are 'highly worrying' - Daimler CEO","The prospect of a disorderly exit of Britain from the European Union is a serious cause for concern, Daimler  Chief Executive Dieter Zetsche said on Tuesday.","2018-10-02"
"3164","UK's May says has shown nothing but respect to EU - LBC","British Prime Minister Theresa May said on Tuesday that she had shown ""nothing but respect"" during Brexit talks with the European Union, and that Britain deserved the same.","2018-10-02"
"3165","Britain is preparing new proposal on Irish border - UK PM May","British Prime Minister Theresa May said on Tuesday she is preparing to make a new offer to the European Union aimed at breaking the deadlock in the Brexit negotiations.","2018-10-02"
"3166","Britain's PM May says she's in the job ""for the long term""","British Prime Minister Theresa May said she planned to remain in the job ""for the long term"" as she called on her party to come together and back her plan for Brexit.","2018-10-02"
"3167","Britain's PM May says she's in the job ""for the long term""","British Prime Minister Theresa May said she planned to remain in the job ""for the long term"" as she called on her party to come together and back her plan for Brexit.","2018-10-02"
"3168","May's Brexit is 'wilful economic vandalism' - Sturgeon","Prime Minister Theresa May's plans to leave the European Union are damaging and inviable, Scotland's First Minister Nicola Sturgeon will say on Tuesday.","2018-10-02"
"3169","UK could go it alone on digital services tax - Hammond","Britain will unilaterally implement a digital service tax if there is no international agreement soon on how to tax big internet companies, Chancellor of the Exchequer Philip Hammond said on Monday, blaming U.S. tax reforms for slow multilateral progress.","2018-10-02"
"3170","Brexit proposals are not undeliverable, it is about political will - Raab","Britain's Brexit proposals are not undeliverable but rather it is political will holding up negotiations, Brexit minister Dominic Raab said on Monday.","2018-10-02"
"3171","Three of May's ministers privately 'see argument for' second Brexit vote - MP","Three British government ministers privately support the idea of holding a second referendum on the final Brexit deal, a former junior minister said on Monday.","2018-10-02"
"3172","British seem to think the EU is quitting the UK - Juncker","The discussion in Britain over its departure from the European Union is still far removed from reality, the European Commission's President Jean-Claude Juncker said at a public forum in the German city of Freiburg.","2018-10-02"
"3173","Conservatives should back May, says lawmaker Rees-Mogg","Changing Conservative leader could cause more problems than it solves and the party should back Prime Minister Theresa May, senior Eurosceptic lawmaker Jacob Rees-Mogg said on Monday.","2018-10-02"
"3174","Britain must not pull the rug out under trade with EU - Hammond","British finance minister Philip Hammond said on Monday  rebalancing trade with the EU was a delicate process which should be done gradually, and that product standards should stay the same after Brexit.","2018-10-01"
"3175","Britain looking at regulatory checks for Brexit Irish border fix","Brexit minister Dominic Raab said on Monday Britain was looking at how regulatory checks on some goods could be used as part of a solution to move Brexit talks, notably a ""backstop deal"" for the Irish border, forward.","2018-10-01"
"3176","Blockchain may resolve Irish border Brexit problem - Hammond","A solution to providing frictionless trade across the Irish border after Britain leaves the European Union might be found using technology such as Blockchain, finance minister Phillip Hammond said on Monday","2018-10-01"
"3177","Raab says Britain needs a credible response from EU","Britain is waiting for a credible response from the European Union to the government's proposals on the future trading arrangement, Brexit minister Dominic Raab said on Monday.","2018-10-01"
"3178","Raab confident Britain has time to get good Brexit deal","British Brexit minister Dominic Raab said on Monday that he was confident there is time for Britain to get a good deal in negotiations to leave the European Union","2018-10-01"
"3179","No-deal Brexit would cost European firms up to $18 billion - Fox","European companies face potential tariffs of as much as 14 billion pounds ($18.28 billion) a year if the Britain and the European Union fail to reach a trade agreement, Britain's trade minister Liam Fox said on Monday.","2018-10-01"
"3180","Brexit Secretary Raab says - We will not accept two UK customs regimes","Prime Minister Theresa May's government will not accept two different customs regimes in the United Kingdom after Brexit so the European Union needs to show less dry legalism in talks on Northern Ireland, Brexit Secretary Dominic Raab said.","2018-10-01"
"3181","Santander says Brexit uncertainty may have 'significant' impact on results","Britain's exit from the European Union will likely trigger a period of high uncertainty that may significantly impact Banco Santander's business, the Spanish lender said in a filing to the U.S. Securities and Exchange Commission.","2018-10-01"
"3182","PM May will struggle to get deal through parliament - former minister","Justine Greening, a former minister in Theresa May's government, said on Monday Britain's parliament was unlikely to pass a Brexit deal based on the prime minister's plans or one based on a Canada-style free trade deal.","2018-10-01"
"3183","We must prove EU wrong about the UK's Brexit plans - Hammond","British finance minister Philip Hammond said on Monday the government would prove the European Union was wrong to dismiss Britain's plans for Brexit as unworkable.","2018-10-01"
"3184","French watchdog calms UK asset manager fears over Brexit","Cooperation agreements for supervising cross-border asset managers will be in place before Britain leaves the European Union next March, France's top markets regulator said on Monday.","2018-10-01"
"3185","Brexit minister Raab tells EU - Do not try to bully us","Britain's Brexit minister warned the European Union on Monday against trying to bully the United Kingdom into signing a divorce deal that would undermine the unity of the country.","2018-10-01"
"3186","UK parliament would back Norway-style Brexit with customs union - senior lawmaker","The British parliament would back a Norway-style Brexit deal with a customs union, pro-EU Conservative lawmaker Nicky Morgan, a former government minister who heads parliament's Treasury Select Committee, said on Monday.","2018-10-01"
"3187","Hammond says UK can cope with no-deal Brexit","Chancellor of the Exchequer Philip Hammond said on Monday the United Kingdom had the fiscal capacity to cope with leaving the European Union without any agreement but believed the mood in Brussels was to reach a divorce deal.","2018-10-01"
