"","Headline","Description","Date"
"1266","May surprises with change of policy on care for the elderly","British Prime Minister Theresa May unveiled a surprise new policy on Thursday that aims to transfer a greater share of the cost of caring for elderly people from taxpayers to those recipients who can afford to pay for their own care.","2017-05-19"
"1267","Conservatives pledge to abolish independent SFO","Britain's ruling Conservative Party on Thursday pledged to scrap the Serious Fraud Office (SFO) and roll it into a broader crime-fighting body if it wins the June 8 national election, in a move roundly criticised by lawyers and anti-corruption groups.","2017-05-18"
"1268","Conservatives to support shale energy, cap household energy tariffs","Britain's Conservative Party will introduce legislation to support shale energy development and impose a household energy tariff cap if it is re-elected in June, its election policy document showed on Thursday.","2017-05-18"
"1269","Conservatives aim to end budget deficit by mid-2020s","Prime Minister Theresa May promised on Thursday to wipe out Britain's budget deficit by the mid-2020s if her Conservative Party wins the June 8 national election, sticking to a softer fiscal programme she adopted after taking power last year.","2017-05-18"
"1270","May pledges to build 1.5 million more homes by 2022","Britain's ruling Conservatives said on Thursday they would deliver 1 million more homes by the end of 2020 and a further half a million by 2022 in a bid to tackle a growing housing crisis and appeal to voters ahead of a June 8 election.","2017-05-18"
"1271","May thinks no Brexit deal better than bad deal - election document","British Prime Minister Theresa May continues to believe that no Brexit deal would be better than a bad deal, according to her Conservative Party's pitch to voters ahead of the June 8 election published on Thursday.","2017-05-18"
"1272","Conservatives receive most donations in first week of election campaign -data","British Prime Minister Theresa May's Conservative Party received 4.1 million pounds ($5.35 million) of donations in the first week of the campaign ahead of a June 8 election, elections watchdog the Electoral Commission said on Thursday.","2017-05-18"
"1273","May pledges extra health spending, increased charges for migrants","British Prime Minister Theresa May's Conservatives said on Thursday they would increase spending on the state-run National Health Service by at least 8 billion pounds over the next five years and hike the migrant health surcharge if they win next month's election.","2017-05-18"
"1274","UK to sanction digital firms which fail to take down illegal internet content","Britain will punish digital companies, social media platforms and content providers which fail to take down content from the internet which breaks the law, the ruling Conservatives said in their policy document ahead of a June 8 election.","2017-05-18"
"1275","UK shoppers shrug off inflation pressure as sun comes out","British shoppers set aside their concerns about fast-rising inflation following the Brexit vote and stepped up spending last month at the fastest rate in years, encouraged by fine weather, official data showed.","2017-05-18"
"1276","Bank of England's growth and pay forecasts too optimistic - Reuters poll","The Bank of England's growth and wage forecasts are too rosy, according to economists polled by Reuters who were divided on what a large Conservative majority in June's UK election would mean for Britain's divorce terms from the EU.","2017-05-18"
"1277","UK workers suffer first pay squeeze since 2014","British pay growth has fallen behind inflation for the first time in two-and-a-half years, underscoring the growing Brexit squeeze facing many voters ahead of June 8 national election, official data showed on Wednesday.","2017-05-17"
"1278","Bank of England agents report slower consumer spending, static wage growth","British consumer spending growth is slowing in the face of a marked pick-up in inflation, while businesses are showing no sign of raising pay faster than before, the Bank of England said on Wednesday.","2017-05-17"
"1279","UK households suffer biggest financial squeeze since mid-2014 - survey","Inflation has gnawed further into the budgets of British households this month, according to a survey that suggests the greatest financial squeeze for consumers since mid-2014 as a national election approaches.","2017-05-17"
"1280","Inflation tightens screw on UK consumers as election nears","British inflation hit its highest level since September 2013 last month, extending its sharp rise since the vote to leave the European Union and tightening the squeeze on living costs as a national election approaches.","2017-05-16"
"1281","UK employers plan smallest pay rises since 2013 - survey","British employers plan to increase pay at the weakest rate since 2013, a survey showed on Monday, offering poor prospects for British households already strained by higher inflation since last year's Brexit vote.","2017-05-15"
"1282","Labour plans 'Robin Hood Tax', tax avoidance crackdown","Britain's opposition Labour Party would crack down on tax avoidance and introduce a ""Robin Hood Tax"" on financial transactions to fund public services if it wins next month's national election, it said on Saturday.","2017-05-15"
"1283","'Smooth' Brexit should allow solid UK growth, BoE's Carney says","Britain should enjoy solid growth if Brexit goes smoothly, but in the short run households are likely to be hit by inflation prompted by the decision to leave the European Union, the Bank of England said on Thursday.","2017-05-12"
"1284","Highlights - Bank of England's Carney speaks following rates decision","Bank of England Governor Mark Carney gave a news conference on Thursday after the central bank said it may need to raise interest rates before the late 2019 date that markets had been expecting, assuming Britain can leave the European Union smoothly in two years' time.","2017-05-11"
"1285","Industrial output falls again, trade gap widens sharply as economy slows","British industrial output shrank for a third month in a row in March, official data showed on Thursday, underscoring how the impact of last year's Brexit vote has begun to weigh on the economy.","2017-05-11"
"1286","UK economic growth slowing - NIESR think tank","Britain's economic growth probably slowed in the three months to April, the National Institute of Economic Social Research said on Thursday after data showed weaker-than-expected output in manufacturing and other sectors in early 2017.","2017-05-11"
"1287","UK election dampens outlook for house prices - RICS","British property surveyors are their most downbeat about the short-term outlook for house prices since just after last year's Brexit vote, with next month's national election adding to caution among buyers in a market that is already slowing.","2017-05-11"
"1288","Sterling's bounce should help limit UK inflation overshoot - NIESR","Sterling's rise since Prime Minister Theresa May called a snap election last month should to help limit a surge in British inflation this year although it will still sail far over the Bank of England's target, a think tank said on Wednesday.","2017-05-10"
"1289","UK shoppers seek bargains, employers hunt staff as Brexit bites - surveys","British shoppers are increasingly seeking bargains to offset rising inflation and employers are finding it harder to recruit migrant workers, according to surveys published on Tuesday which reflected the impact of last year's Brexit vote.","2017-05-09"
"1290","May vows energy price cap if re-elected","British Prime Minister Theresa May pledged on Tuesday to cap household energy prices if she is re-elected on June 8, sending stocks tumbling with the biggest market intervention since the sector was privatised almost 30 years ago.","2017-05-09"
"1291","British exporters see few long-term gains from sterling windfall","With 85 percent of its customers outside Britain, Sheffield-based Gripple should be cheering the plunge in sterling since last year's vote to leave the European Union, which means every overseas sale brings in more pounds than before.","2017-05-09"
"1292","Britain's Business secretary says energy market is inefficient","Britain's energy market is inefficient and gives the biggest players too much power to overcharge customers, Energy Secretary Greg Clark said on Tuesday as he set out plans to cap tariffs.","2017-05-09"
"1293","Slowing economy likely to ruffle Bank of England hawks' feathers","""Not yet"" is likely to be the main message this week from Bank of England officials pondering when to start signalling an interest rate hike after a sharp slowdown rekindling doubt about Britain's economy ahead of Brexit.","2017-05-08"
"1294","UK house price growth remains at near four-year low - Halifax","British house price growth remains at its weakest level for nearly four years, mortgage lender Halifax said on Monday, echoing other signs of a slowdown in the housing market amid uncertainty about the impact of Brexit on the economy.","2017-05-08"
"1295","Labour pledges no tax rise for middle-income earners","Britain's opposition Labour Party said middle and low earners would not face tax hikes to fund its spending plans if it wins next month's election, with the burden falling instead on the top five percent of earners and big business.","2017-05-07"
"1296","UK retailers report weak sales growth in April - survey","British retailers reported only weak growth in sales over the Easter holidays, a survey showed on Friday, adding to signs that consumer spending is losing steam as Britain gears up for a national election next month.","2017-05-05"
"1297","UK services firms surprise with bounce, homebuyers cautious","Britain's economy picked up some steam in April after slowing in early 2017, a closely-watched survey suggested on Thursday, welcome news for Prime Minister Theresa May ahead of a national election in just over a month's time.","2017-05-04"
"1298","UK car sales tumble 20 percent in April after bumper March","British new car registrations slumped by 20 percent in April, the biggest year-on-year drop for over six years after record demand in March, when customers brought forward purchases to avoid a tax increase, an industry body said on Thursday.","2017-05-04"
"1299","After bumper March, UK car sales plunge in April - preliminary data","British new car registrations slumped by around 20 percent year-on-year last month following a record high in March when drivers brought forward purchases to avoid a tax hike, according to preliminary data from an industry body.","2017-05-04"
"1300","UK construction growth surprises, hitting four-month high - PMI","Growth in Britain's construction industry accelerated to a four-month high in April, adding to tentative signs that the economy might be recovering a little momentum after a lacklustre start to 2017, a survey showed on Wednesday.","2017-05-03"
"1301","British grocery sales jump on higher inflation and Easter","Britain's grocery market grew by 3.7 percent in the 12 weeks to April 23, the fastest rate since September 2013, driven by Britons splashing out on food at Easter and inflation edging higher, industry data showed on Wednesday.","2017-05-03"
"1302","British shop prices fall at slowest rate in three-and-a-half years - BRC","Prices in British shops showed the smallest annual decline in nearly three-and-a-half years last month, adding to signs of growing inflation pressure after the Brexit vote caused a fall in the value of the pound, a survey showed on Wednesday.","2017-05-03"
"1303","UK manufacturing growth spikes to three-year high in April: PMI","British factories had their best month in three years in April, the clearest sign yet that manufacturers are enjoying at least a temporary boost from the pound's fall after the Brexit vote and an improving global economy, a survey showed on Tuesday.","2017-05-02"
"1304","May pledges not to increase VAT, quiet on other taxes","British Prime Minister Theresa May said on Sunday she would not increase value-added tax (VAT) if her Conservative Party was elected on June 8, but she did not extend the same promise to other major taxes.","2017-05-02"
"1305","British economy slows sharply as inflation hits home","Britain's economy slowed sharply in the first three months of 2017 as households and high streets felt the pinch from higher inflation, which has risen sharply since last year's Brexit vote.","2017-04-28"
"1306","British consumer confidence slips to four-month low in April - GfK","LONDON - British consumers were their most gloomy in four months in April as they weighed up the outlook for the economy and their finances ahead of Brexit and June's general election.","2017-04-28"
"1307","UK mortgage approvals and consumer lending slow in March - BBA","British banks approved the fewest mortgages in four months in March and consumer credit growth slowed, industry figures showed on Friday, adding to signs of a weakening in economic growth in early 2017.","2017-04-28"
"1308","UK house prices fall again in April as buyers face Brexit pinch","British house prices fell for a second month in a row in April, suggesting households are feeling the pinch from rising inflation since last year's Brexit vote and low wage growth, data from mortgage lender Nationwide showed on Friday.","2017-04-28"
"1309","UK retail sales expand in April at fastest pace since September 2015 - CBI","British retailers reported the biggest increase in sales volumes since mid-2015 during April, according to an industry survey on Thursday that may help to allay fears of a worsening consumer-led slowdown.","2017-04-27"
"1310","UK car production rises to 17-year high in first quarter - SMMT","British car production rose to a 17-year high in the first three months of 2017, as rising overseas demand offset weaker appetite from domestic car buyers, the country's automotive industry said on Thursday.","2017-04-27"
"1311","British housebuilders deliver upbeat trading statements","Two of Britain's biggest housebuilders on Thursday expressed confidence for 2017, saying that strong demand from first-time buyers and good mortgage availability had propped up sales growth.","2017-04-27"
"1312","UK tourism set for boost from weak pound and 'staycationers' - survey","The British hotel and leisure industry is set for a bumper year as a weak pound boosts demand from foreign tourists and deters Britons from travelling abroad, a survey by Barclays showed on Thursday.","2017-04-27"
"1313","British housing starts indicator hits 10-year high, commercial market improves","A measure of house-building plans in Britain hit a 10-year high in early 2017 and demand for commercial property improved too, industry surveys showed on Thursday, easing concerns about the impact of last year's Brexit vote on the real estate market.","2017-04-27"
"1314","Cashless society getting closer, survey finds","More than a third of Europeans and Americans would be happy to go without cash and rely on electronic forms of payment if they could, and at least 20 percent already pretty much do so, a study showed on Wednesday.","2017-04-26"
"1315","May says pensioner incomes will rise, avoids hard commitment","British Prime Minister Theresa May said on Wednesday that old age pension payments would continue to rise if her party wins a June 8 election, but avoided renewing a pledge made by her predecessor that mandates a minimum 2.5 percent annual rise.","2017-04-26"
"1316","Brexit leaves industrial firms staring into regulatory void","Summit Therapeutics  is about to start pivotal tests of a novel antibiotic discovered by UK scientists to treat a sometimes deadly bowel infection, but Britons could be the last patients to get it after Britain leaves the EU.","2017-04-26"
"1317","From coffee to carpets, British consumers count the pennies","Britons are cutting back on their daily coffee fix and hesitating before splashing out on bigger items such as new carpets, retailers said on Tuesday, further signs that consumer spending is slowing sharply ahead of a national election in June.","2017-04-25"
"1318","Hammond hits budget deficit target, bigger tests ahead","Chancellor of the Exchequer Philip Hammond avoided a potentially embarrassing slip-up before June's parliamentary election as he hit his budget deficit target for the 2016/17 financial year, but his fiscal challenge is likely to get harder.","2017-04-25"
"1319","UK public inflation expectations stable in April - Citi-YouGov","The British public's expectations for inflation over the coming year remained steady in April, despite previous sharp rises in the country's most closely watched measures of price growth, a monthly survey by bank Citi and polling firm YouGov showed.","2017-04-25"
"1320","Weak pound boosts UK exporters, but Brexit weighs on investment - CBI","British factories saw their strongest export orders in six years in early 2017, helped by sterling's fall after the Brexit vote, but they are also scaling back on investment plans, a survey showed on Monday.","2017-04-24"
"1321","UK consumer morale softens in first quarter on price worries - Deloitte","British consumer confidence softened last month in the face of higher inflation, a survey showed on Monday, adding to the weight of evidence showing that higher inflation is taking the steam out of the main engine of the economy.","2017-04-24"
"1322","Factbox - Candidates in Britain's snap election: comings and goings","Britain's election on June 8 will mark the departure of some prominent lawmakers, while others are hoping to return.","2017-04-24"
"1323","May refuses to rule out personal tax hikes after election","British Prime Minister Theresa May refused on Saturday to rule out an increase in personal taxes if she wins a June election, riling supporters at the start of a campaign designed to strengthen her hand ahead of Brexit talks.","2017-04-24"
"1324","May's Conservatives hold 19 point lead in Opinium UK election poll","Theresa May's Conservative party held a 19 percentage point lead over Labour in a poll by research group Opinium on Saturday, helped by a slide in support for the main opposition party and the anti-EU group UKIP ahead of a June election.","2017-04-24"
"1325","Bank of England's Saunders edges towards rate rise","Bank of England policymaker Michael Saunders on Friday opened the possibility that he will soon join a minority calling for higher interest rates, predicting that both growth and inflation could well exceed the BoE's earlier forecasts.","2017-04-22"
"1326","UK retail sales post biggest quarterly fall since 2010","British retail sales posted their biggest quarterly fall in seven years in the first three months of 2017, as rising prices since last year's Brexit vote put more pressure on consumers, official data showed on Friday.","2017-04-21"
"1327","UK risks 22 percent tariff on EU food imports if no Brexit deal - retailers","British shoppers could face an average tariff of 22 percent on food from the European Union if Prime Minister Theresa May fails to reach a trade deal with Brussels before Britain leaves in two years time, retailers said on Thursday.","2017-04-21"
"1328","Britons still subdued over housing market outlook - Halifax","Britons' expectations for house prices for the coming year remain subdued following last year's Brexit vote, a survey from mortgage lender Halifax showed on Friday.","2017-04-21"
"1329","Britain bumps up previous estimates for current account deficit","Britain's current account deficit, one of the weak points of its economy, was bigger than previously thought in the years up to 2012, according to new estimates from the Office for National Statistics on Wednesday.","2017-04-19"
"1330","Inflation eats into British household budgets in April - Markit","Inflation ate further into the budgets of British households last month, according to a survey of consumers, adding to signs that households will be feeling under pressure in the run-up to the June snap election planned by Prime Minister Theresa May.","2017-04-19"
"1331","British companies to increase ad budgets this year despite Brexit uncertainty - survey","British companies plan to increase their spending on advertising this year as they expect the UK economy to remain resilient despite the Brexit vote, a survey showed on Wednesday, reversing a previous forecast for a decline in ad budgets.","2017-04-19"
"1332","Biggest share of UK lenders since 2008 plan to tighten supply of consumer credit - Bank of England","More British lenders plan to rein in the supply of credit to consumers in the next three months than at any time since the 2008/09 financial crisis, according to a Bank of England survey that may add to concerns about the economic outlook ahead of Brexit.","2017-04-14"
"1333","UK manufacturers report strongest export growth since late 2014 - BCC","British manufacturers reported the fastest export growth in more than two years in early 2017 and the services sector also recovered to rack up its strongest sales growth since last June's Brexit vote, a business survey showed on Thursday.","2017-04-13"
"1334","Central London house prices fall in March on Brexit, tax - RICS","House prices in central London saw their most widespread declines since 2009 as Brexit uncertainties and high transaction costs dented demand for high-end property in the British capital, a survey showed on Thursday.","2017-04-13"
"1335","UK wage growth after inflation almost disappears","Inflation almost completely gnawed away the growth in pay of British workers during the three months to February, the clearest evidence yet that households are feeling the strain of rising prices as Brexit negotiations begin.","2017-04-12"
"1336","UK inflation holds steady in March, set to gather steam in April","British inflation held steady in March due to the later timing of this year's Easter holidays which pushed down airfares, and a dip in global oil prices, but the squeeze on households looks set to resume soon.","2017-04-11"
"1337","Spending by UK shoppers stalls as inflation squeeze intensifies - BRC","Shoppers in Britain clamped down on their spending in early 2017 as retail sales rose at the slowest pace since the depths of the global financial crisis nearly a decade ago, a retail industry group said on Tuesday.","2017-04-11"
"1338","UK consumer spending grows at slowest rate in three years - Visa","British consumer spending increased at the slowest annual pace in more than three years in the first three months of 2017, in a further sign that one of the economy's main engines is losing steam as Brexit preparations begin, a survey showed on Monday.","2017-04-10"
"1339","Bank of England's Carney calls for UK-EU deal on bank rules after Brexit","Bank of England Governor Mark Carney called on Friday for Britain and the European Union to reach a sweeping deal to recognise each others' bank rules after Brexit, or risk a potentially damaging hit to financial services across Europe.","2017-04-07"
"1340","More signs of UK slowdown appear as Brexit gets under way","Signs that Britain's economy is slowing as it prepares to leave the European Union hardened on Friday, as official data showed a surprise drop in industrial output and construction in February and a mixed performance for trade.","2017-04-07"
"1341","UK economy likely expanded 0.5 percent in first quarter - NIESR","Britain's economy probably expanded 0.5 percent in the first quarter of 2017, slowing from growth of 0.7 percent in the final three months of last year, the National Institute of Economic Social Research said on Friday.","2017-04-07"
"1342","Highlights - Bank of England's Carney speaks at Thomson Reuters","Following are highlights from Bank of England Governor Mark Carney's speech on international banking at Thomson Reuters' headquarters in London on Friday.","2017-04-07"
"1343","BoE's Carney says to keep close eye on fading consumer demand","Bank of England Governor Mark Carney said on Friday he would keep a close eye on whether British consumer demand weakens in line with the central bank's expectations that it will fade in response to higher inflation.","2017-04-07"
"1344","BoE's Carney says U.S. not rolling back financial regulation","Bank of England Governor Mark Carney said on Friday that planned changes to financial regulation in the United States did not appear to amount to a wholesale rolling back of rules that would endanger international cooperation.","2017-04-07"
"1345","BoE's Carney says not seeking stand-alone UK-EU financial services deal","Bank of England Governor Mark Carney said on Friday he did not think there should be a stand-alone Brexit deal for financial services firms, separate from any broader agreement Britain reaches when it leaves the European Union.","2017-04-07"
"1346","Britons becoming reluctant to move jobs as Brexit gets underway - REC","British workers are becoming more reticent about moving jobs as the process of leaving the European Union gets underway, exacerbating long-standing skill shortages, a survey of recruiters showed on Friday.","2017-04-07"
"1347","UK statistics office to strengthen recession-spotting skills","Britain's statisticians are trying to become sharper at spotting when the economy is sliding into recession, after missing early signs of a downturn the last time around in 2008, the country's statistics agency said on Thursday.","2017-04-06"
"1348","UK new car sales reach record high in March","British new car registrations rose to a record high in March as customers brought forward purchases to beat an April tax rise, a car industry body said, overcoming expectations of a slump after two years of record highs.","2017-04-05"
"1349","UK economy probably slowing after strong end to 2016 - PMI","Britain's economy has probably slowed from its strong growth of late last year and a cooling jobs market and hefty price increases will become increasingly apparent as Brexit gets underway, according to a survey published on Wednesday.","2017-04-05"
"1350","UK productivity grows at fastest rate since mid-2015 - ONS","The productivity of Britain's workforce grew at its fastest rate in more than a year in the final three months of 2016, though it remained lacklustre compared with before the financial crisis, official data showed on Wednesday.","2017-04-05"
"1351","UK consumer slowdown underway, caution needed on rates - Bank of England's Vlieghe","- Bank of England rate-setter Gertjan Vlieghe said on Wednesday a consumer slowdown was already underway in Britain and was likely to worsen, underscoring the need for caution on interest rates.","2017-04-05"
"1352","MPs call on firms to overhaul pay and diversity","British businesses must overhaul their executive pay and perks to rebuild public trust following a spate of corporate scandals, lawmakers said on Wednesday.","2017-04-05"
"1353","Nearly half of UK households plan spending cuts as prices spike - survey","Nearly half of British households plan to cut spending as worries around inflation escalate, a survey showed on Wednesday, driving home the squeeze on consumers from rising energy prices and the pound's post-Brexit vote plunge.","2017-04-05"
"1354","Bank of England warns banks about risky lending after borrowing surge","A surge in consumer lending means British banks are at risk of incurring losses, the Bank of England said on Tuesday, warning that some might be letting credit standards slide as they compete to offer debt to households.","2017-04-04"
"1355","Number of new London homes set to fall after 2017 high - Savills","The number of new homes built in London will reach 46,500 this year but total completions will fall by a quarter at the turn of the decade, estate agents Savills  said on Tuesday, in a further blow to efforts to tackle a mounting housing crisis.","2017-04-04"
"1356","UK grocery prices jump 2.3 percent in 12 weeks to March 26","British grocery prices jumped 2.3 percent year-on-year in the 12 weeks to March 26, as the plunge in the pound following last year's Brexit vote forced higher the cost of staples including butter, fish, tea and skincare.","2017-04-04"
"1357","UK construction growth cools in March, adding to signs of slowdown - PMI","LONDON - Growth in Britain's construction industry slowed slightly in March, adding to signs that the economy has lost some of its  strong momentum of late last year when it defied the shock of the Brexit vote, a survey showed on Tuesday.","2017-04-04"
"1358","UK manufacturing surge slows in March - PMI","LONDON, April 3 - British manufacturing lost some of its momentum last month, as export orders grew more slowly and demand for consumer goods faltered against a backdrop of rising inflation pressures, a survey showed on Monday.","2017-04-03"
"1359","Warning signs abound for UK economy following strong fourth quarter","The British economy's strong finish to 2016 looks likely to prove a high watermark as Brexit gets underway, according to a range of indicators on Friday which pointed to a growing squeeze on consumers.","2017-04-01"
"1360","Poorest Britons already feeling the crush of inflation","Sharply rising inflation since last June's Brexit vote is already starting to hurt the poorest households in Britain.","2017-03-31"
"1361","UK consumer morale steadies in March, households still wary on economic outlook","British consumer morale steadied in March but households remain downbeat about the outlook for the economy as the process of leaving the European Union gets underway, a survey showed on Friday.","2017-03-31"
"1362","UK house prices fall for first time since June 2015 - Nationwide","British house prices fell in March for the first time since mid-2015, mortgage lender Nationwide said on Friday, another sign that households are turning more cautious as the country prepares to leave the European Union.","2017-03-31"
"1363","UK consumer lending slows, caution reigns ahead of Brexit","British consumer borrowing grew at its weakest rate in nearly two years over the past three months, Bank of England data showed on Wednesday, highlighting households' sense of caution as Britain moved closer to leaving the European Union.","2017-03-29"
"1364","UK debt charity says demand for help hits record high","The number of people seeking help from a leading British debt advice service hit a record high last year, reflecting a surge in borrowing by consumers and the financial strains on younger workers, the charity said on Tuesday.","2017-03-28"
"1365","Mortgage approvals dip in February, consumer lending slows - BBA","British banks approved the fewest mortgages in three months in February and consumer credit growth slowed slightly despite a jump in credit card borrowing, industry figures showed on Friday.","2017-03-24"
"1366","British retail sales suffer biggest squeeze in nearly seven years as inflation bites","British retail sales shrank at the fastest rate in nearly seven years during the past three months, despite a pickup in February, adding to signs that a major driver of Britain's economy is faltering after last year's Brexit vote.","2017-03-23"
"1367","UK retail sales maintain steady growth in March - CBI","British retail sales maintained steady growth in the first part of this month despite rising inflation pressures for stores and consumers, the Confederation of British Industry said on Thursday.","2017-03-23"
"1368","BoE warns UK exporters pre-Brexit 'sweet spot' may not last","British exporters cannot count on enjoying the ""sweet spot"" which was created by the Brexit vote last year, a top Bank of England official said on Thursday, underscoring the BoE's cautious view on the outlook for the economy.","2017-03-23"
"1369","BoE's Broadbent declines to say if he was close to voting for higher rates","Bank of England Deputy Governor Ben Broadbent on Thursday declined to say whether he was one of the policymakers who were close to voting for higher interest rates this month.","2017-03-23"
"1370","UK car production hit 17-year high in February","British car production hit a 17-year high in February, extending a recent trend of surging output as a strong rise in exports once again compensated for a slump in demand at home, an industry body said on Thursday.","2017-03-23"
"1371","Most UK employers do not plan to raise pay to match rising inflation - XpertHR","Most British companies do not expect to offer more generous pay deals to employees this year compared with 2016, adding to signs that higher inflation will gnaw at Britons' living standards in the months ahead, a survey showed on Thursday.","2017-03-23"
"1372","UK economy growing solidly despite inflation hit - BoE report","Britain's economy looks set to defy a slowdown again this year as the country moves closer to leaving the European Union, with the hit to shoppers from surging inflation partly offset by more  investment and exports, a Bank of England report suggested.","2017-03-22"
"1373","Top British bosses earn nearly 400 times more than minimum wage","The heads of Britain's top 100 listed companies earn on average almost 400 times more than a worker on the minimum wage, according to analysis that will add fuel to the fire of a debate about inequality in the country.","2017-03-22"
"1374","UK households most downbeat about outlook since 2013 - Markit","British households are more downbeat about the outlook for their finances than at any time since late 2013 as rising inflation squeezes their disposable income, a survey showed on Wednesday.","2017-03-22"
"1375","Not oil but trade - the economic case for Scottish independence","While the economic case for Scottish independence once centred on oil, people like company director Niall McLean now argue that trade is the way to ensure their country's future prosperity - and avoid the damage of the United Kingdom leaving the EU.","2017-03-22"
"1376","Leaving EU without deal would damage UK non-financial services - committee","Failing to reach a comprehensive free trade deal with the European Union risks significant damage to Britain's trade in non-financial services, a committee of members of the upper house of parliament said in a report published on Wednesday.","2017-03-22"
"1377","UK inflation shoots above two percent, adding to Bank of England conundrum","British inflation shot past the Bank of England's 2 percent target last month, potentially adding to uneasiness among some officials at the central bank about keeping interest rates near zero.","2017-03-21"
"1378","BoE's Carney on inflation - don't overreact to one month's data","Bank of England Governor Mark Carney said it was important not to overreact to economic data for a single month after figures showed earlier on Tuesday that inflation rose by more than expected in February.","2017-03-21"
"1379","Optimism in UK factories surges to 22-year high as exports rebound - CBI survey"," Optimism among British factories surged to a 22-year high in March as exports rebounded, a survey showed on Tuesday, adding to signs manufacturing has benefited from sterling's fall after the Brexit vote.","2017-03-21"
"1380","Low UK rates probably hurt productivity, BoE's Haldane says","Ultra-low Bank of England interest rates since the financial crisis have probably taken a modest toll on productivity, but were a price worth paying to avoid higher unemployment, Bank of England chief economist Andy Haldane said on Monday.","2017-03-21"
"1381","BoE's Haldane says hopes trade, investment can be preserved after Brexit","Bank of England Chief Economist Andy Haldane stressed the importance of free trade and foreign direct investment to Britain's economy on Monday, saying that he hoped these would be preserved or enhanced following Brexit.","2017-03-21"
"1382","Prime central London sales hit an all-time low in 2016","The number of London's top-end city centre homes sold last year fell to a record low, according to an analysis of official data, continuing a trend of falling demand due to increases in property tax and the Brexit vote.","2017-03-20"
"1383","Asking prices for UK homes show solid gain in Feb-March - Rightmove","Asking prices for homes in England and Wales are showing above-average increases as a shortage of properties for sale outweighed any nervousness about Brexit, a survey published by property data firm Rightmove showed on Monday.","2017-03-20"
"1384","UK economy sends mixed signals as Brexit talks near","Britain's economy is sending mixed signals about its readiness for Brexit, just as British Prime Minister Theresa May is getting ready to launch the process of pulling the country out of the European Union.","2017-03-17"
"1385","Bank of England's Forbes votes for rate hike, others may follow soon","A Bank of England policymaker surprised investors by breaking ranks and voting to raise interest rates and some others said  it would not take much for them to follow suit, the BoE said on Thursday, signalling a potentially bigger split soon.","2017-03-16"
"1386","BoE's Forbes: weak wage growth may reflect temporary Brexit caution - Telegraph","Recent weakness in British pay growth likely reflects temporary caution about Brexit among employers, Bank of England rate-setter Kristin Forbes said in a newspaper opinion piece published on Thursday.","2017-03-16"
"1387","MP urges FCA to look into possible data leaks","The head of a British parliamentary committee has asked a regulator to look into media reports, including one by Reuters, about movements in financial markets ahead of economic data releases that raised the possibility of leaks.","2017-03-16"
"1388","Hammond forced into U-turn on jobs tax after party revolt","Chancellor Philip Hammond announced a tax policy U-turn on Wednesday, scrapping a planned rise in an employment levy announced in a budget just a week ago following criticism that the measure breached his party election promises.","2017-03-16"
"1389","UK wage growth weakens but jobless rate lowest since 2005","Inflation gnawed away at British pay growth in the three months to January, an unpromising sign for the economy ahead of its divorce from the European Union even as the unemployment rate fell to its lowest level since 2005.","2017-03-15"
"1390","Unusual sterling moves often precede UK data releases - analysis","Movements in the value of British sterling against the U.S. dollar have shown an unusual pattern shortly before monthly releases of the country's official retail sales data, according to an analysis by Reuters.","2017-03-15"
"1391","Kids' swings out, gin in to UK inflation basket as 'hipster' culture goes mainstream","Gin and scooters have replaced children's swings and menthol cigarettes in the basket of goods that Britain uses to calculate inflation, Britain's top statistics authority said on Tuesday, as more consumers poured money into niche tastes.","2017-03-15"
"1392","UK's construction industry risks losing 200,000 EU workers - RICS","Britain's construction industry could lose nearly 200,000 workers from European Union countries if the UK fails to keep  access to the bloc's single market, a leading property body said on Wednesday, as it called for help for the sector.","2017-03-15"
"1393","UK business confidence rebounds from four-year low - Markit","British business sentiment surged from a four-year low and hit its highest level since mid-2015 in February, a survey by Markit showed on Monday, marking a recovery in corporate optimism after last year's Brexit vote.","2017-03-14"
"1394","UK factories see Brexit boost from weaker sterling","British factories enjoyed their strongest growth in nearly seven years in late 2016 and early 2017 and exports rose quickly, data showed on Friday, suggesting a boost for manufacturers from sterling's fall after the Brexit vote.","2017-03-10"
"1395","UK retail has worst February sales dip for eight years - survey","Britain's shops endured their worst fall in February sales since 2009, a survey showed on Friday, adding to evidence of a Brexit-related consumer slowdown as London gears up for divorce talks with the European Union..","2017-03-10"
"1396","Britons raise inflation expectations - BoE survey","Britons have raised their expectations for inflation over the coming year due to the plummet in the value of sterling after the Brexit vote, although the number of people who believe interest rates will rise is little changed, a Bank of England survey showed.","2017-03-10"
"1397","May supports Hammond in tax hike on self-employed","Prime Minister Theresa May defended her finance minister on Thursday against criticism for raising a tax on some self-employed workers in his budget, saying the measure was necessary and ""fair"".","2017-03-09"
"1398","Builders turn to bolt-together homes in Brexit Britain","The prospect of Brexit choking off the supply of EU workers is reshaping Britain's homebuilding industry, with big companies increasingly looking to factory-manufacture houses in sections that can be slotted together on-site with minimal labour.","2017-03-09"
"1399","UK house price growth stable in February, falls again in London - RICS","British house price growth remained stable in February but prices fell again in London, taking the capital's losing streak to a full year, a monthly survey of property valuers showed on Thursday.","2017-03-09"
